Unnamed: 0,Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
2198,2021-04-22 12:04:16+00:00,1385202793238069258,0,Monster,['corona'],
2199,2021-04-22 11:24:43+00:00,1385192842163736578,0,Success/Challenge,['covid19.'],
2200,2021-04-22 10:51:29+00:00,1385184476125298688,1,Monster,['covid19.'],
2201,2021-04-22 09:45:00+00:00,1385167746229579776,1,Hammer,['covidsurge.'],
2202,2021-04-22 09:12:42+00:00,1385159616753913856,0,War,"['covid19', 'covidindia']",
2203,2021-04-22 08:56:37+00:00,1385155569833496578,0,Luxury,['covid19'],
2204,2021-04-22 08:32:38+00:00,1385149534825639937,1,Storm,"['pandemic', 'covid19']",
2205,2021-04-22 08:30:07+00:00,1385148900739149829,1,Darkness,['covid19'],
2206,2021-04-22 08:08:36+00:00,1385143487843115010,0,War,"['covaxin', 'indiasehaaregacorona', 'covid19']",
2207,2021-04-22 07:44:05+00:00,1385137315958325248,1,Water/Wave/Tide,['pandemic'],
2208,2021-04-22 07:41:49+00:00,1385136744148869124,0,Miracle,['covid19'],
2209,2021-04-22 07:04:57+00:00,1385127467996749827,1,Luxury,['covidindia'],
2210,2021-04-22 06:57:19+00:00,1385125548704239616,0,Prison,"['covidjoke', 'covidsecondwave', 'covidindia', 'covid19', 'quarantine']",
2211,2021-04-22 06:45:35+00:00,1385122592382537732,1,Lesson/Teacher,"['coronaviruspandemic', 'coronasecondwave', 'corona', 'coronaindia']",
2212,2021-04-22 05:41:47+00:00,1385106537035681801,0,Darkness,['covid'],
2213,2021-04-22 05:31:25+00:00,1385103931286511616,0,Lesson/Teacher,['covid19'],
2214,2021-04-22 05:26:44+00:00,1385102752179621888,0,Success/Challenge,['covid19.'],
2215,2021-04-22 05:01:50+00:00,1385096486917083139,0,Success/Challenge,['covid'],
2216,2021-04-22 04:53:29+00:00,1385094384161419266,1,Savior,"['covid19', 'covid19surat']",
2217,2021-04-22 04:25:45+00:00,1385087402260140034,1,Darkness,['covid19'],
2218,2021-04-22 04:15:14+00:00,1385084758346977290,0,Savior,['covidemergency2021'],
2219,2021-04-22 04:10:39+00:00,1385083603164434435,1,Darkness,['covid'],
2220,2021-04-22 04:09:15+00:00,1385083251073581057,1,War,['covid19'],
2221,2021-04-22 03:37:28+00:00,1385075252351299588,1,Stigma,['covid'],
2222,2021-04-22 03:29:17+00:00,1385073194550239238,0,Darkness,"['covidindia', 'covidemergency2021', 'covid19']",
2223,2021-04-22 02:57:00+00:00,1385065071282331654,0,War,['corona'],
2224,2021-04-22 02:49:48+00:00,1385063257187127297,0,War,"['covidindia', 'covid19', 'maharashtralockdown']",
2225,2021-04-22 02:19:38+00:00,1385055665006125056,0,Lesson/Teacher,['covid19'],
2226,2021-04-23 10:00:07+00:00,1385533937129201670,0,Accident,['covid19'],
2227,2021-04-23 10:02:28+00:00,1385534527645241350,0,Lesson/Teacher,['covid19'],
2228,2021-04-23 18:39:45+00:00,1385664706560479238,0,Lesson/Teacher,['covidhelp'],
2229,2021-04-23 18:30:57+00:00,1385662492165042178,1,Success/Challenge,"['indiafightscorona', 'covid19']",
2230,2021-04-23 18:30:53+00:00,1385662477992529920,0,Success/Challenge,['indiafightscorona'],
2231,2021-04-23 18:19:18+00:00,1385659563123216384,0,Lesson/Teacher,['indiafightscorona'],
2232,2021-04-23 18:14:43+00:00,1385658409605681155,1,War,['salutecoronawarriors'],
2233,2021-04-23 17:50:14+00:00,1385652247133102087,0,War,['indiafightscorona'],
2234,2021-04-23 17:45:46+00:00,1385651124414255104,1,Success/Challenge,"['covid19', 'covid19india']",
2235,2021-04-23 17:35:46+00:00,1385648607869775877,0,Luxury,['covid19'],
2236,2021-04-23 17:21:28+00:00,1385645006828965890,1,War,['covid19'],
2237,2021-04-23 16:42:17+00:00,1385635146196426758,0,Monster,['covid19'],
2238,2021-04-23 16:07:05+00:00,1385626288317034501,0,War,['covidemergency2021'],
2239,2021-04-23 15:07:00+00:00,1385611166966112257,1,War,['covid'],
2240,2021-04-23 14:08:39+00:00,1385596483534168071,0,Stigma,['covidsecondwave'],
2241,2021-04-23 13:56:36+00:00,1385593451912196104,0,War,"['coronavirus', 'covid19india']",
2242,2021-04-23 13:53:09+00:00,1385592581606752259,1,Storm,"['covidsos', 'covid19', 'covid19india']",
2243,2021-04-23 12:59:01+00:00,1385578959295848454,0,Darkness,"['lockdown', 'covid19india', 'covidsecondwaveinindia']",
2244,2021-04-23 11:41:59+00:00,1385559572576829441,1,Water/Wave/Tide,['covid19'],
2245,2021-04-23 11:39:30+00:00,1385558948820832257,0,Luxury,['covid19'],
2246,2021-04-23 11:24:21+00:00,1385555137968496640,1,War,['covidindia'],
2247,2021-04-23 10:37:49+00:00,1385543426192535552,0,Darkness,['covid19'],
2248,2021-04-23 10:21:22+00:00,1385539286083129345,0,War,['covidjokes'],
2249,2021-04-23 09:24:32+00:00,1385524982713704451,1,War,['weneedlockdown'],
2250,2021-04-23 08:10:07+00:00,1385506255154806785,0,War,['indiafightscorona'],
2251,2021-04-23 07:17:34+00:00,1385493032292790273,1,Darkness,"['covidemergency2021', 'covid19', 'corona']",
2252,2021-04-23 06:45:40+00:00,1385485001764982784,0,Success/Challenge,"['covidindia', 'covid19']",
2253,2021-04-23 06:22:15+00:00,1385479110663630848,0,Freedom,"['coronaviruspandemic', 'covid19']",
2254,2021-04-23 06:05:06+00:00,1385474795375005699,0,Lesson/Teacher,['covid19'],
2255,2021-04-23 06:02:45+00:00,1385474204632436737,1,Luxury,"['covidiot', 'covid19']",
2256,2021-04-23 05:58:01+00:00,1385473009939402753,1,Darkness,"['covidhelp', 'covid19']",
2257,2021-04-23 05:56:20+00:00,1385472588852260865,1,Prison,['covid19'],
2258,2021-04-23 05:28:19+00:00,1385465538688610304,1,Darkness,['covid.'],
2259,2021-04-23 05:09:11+00:00,1385460722033852421,1,Prison,['corona2ndwave'],
2260,2021-04-23 04:48:20+00:00,1385455476305891332,0,War,['covid19'],
2261,2021-04-23 03:43:33+00:00,1385439170529689607,1,War,['covid19'],
2262,2021-04-23 03:38:14+00:00,1385437832970309633,1,War,['covid19'],
2263,2021-04-23 03:26:55+00:00,1385434985163681792,1,War,"['indiafightscorona', 'covid19india', 'covid19.']",
2264,2021-04-24 23:00:39+00:00,1386092754611093505,1,War,['coronavirusindia'],
2265,2021-04-24 22:44:47+00:00,1386088760060743682,0,Monster,"['jumbocovidcenters', 'covid19']",
2266,2021-04-24 19:24:03+00:00,1386038243603324933,0,Prison,['covidemergency2021'],
2267,2021-04-24 18:34:51+00:00,1386025863569809410,0,Success/Challenge,['covid19.'],
2268,2021-04-24 17:39:54+00:00,1386012035603865601,1,War,['covid19'],
2269,2021-04-24 17:28:45+00:00,1386009229786451968,0,Success/Challenge,['covid_19'],
2270,2021-04-24 17:15:34+00:00,1386005912465199110,0,Catalyst,"['covid', 'indiafightscorona']",
2271,2021-04-24 16:44:22+00:00,1385998060401008643,0,War,"['pandemic', 'coronavirus']",
2272,2021-04-24 16:38:37+00:00,1385996613122883591,0,War,['covid19'],
2273,2021-04-24 16:37:28+00:00,1385996323795607553,1,War,['covid19'],
2274,2021-04-24 15:47:06+00:00,1385983648244011010,1,Darkness,"['tamilnadulockdown', 'covidindia', 'lockdown2021', 'covid']",
2275,2021-04-24 15:04:37+00:00,1385972956455604224,1,Prison,"['socialdistancing', 'sundaylockdown']",
2276,2021-04-24 15:00:29+00:00,1385971915815198721,0,Catalyst,['coronavirusindia'],
2277,2021-04-24 14:59:50+00:00,1385971753302642691,0,Success/Challenge,"['covidindia', 'covid19.', 'covidemergency']",
2278,2021-04-24 14:57:47+00:00,1385971234614042624,0,War,['covid19'],
2279,2021-04-24 14:24:04+00:00,1385962752494166016,1,Luxury,['covidemergency2021'],
2280,2021-04-24 13:32:01+00:00,1385949652084686852,0,Success/Challenge,['covid19'],
2281,2021-04-24 13:23:35+00:00,1385947530580566021,1,Luxury,['stayhomestaysafe'],
2282,2021-04-24 13:20:41+00:00,1385946800331264001,0,War,['covidallowanceforresidentdoctors'],
2283,2021-04-24 13:00:43+00:00,1385941776184143883,1,Luxury,['covid19'],
2284,2021-04-24 12:54:03+00:00,1385940099066523653,1,Storm,['covid_19'],
2285,2021-04-24 11:49:33+00:00,1385923864371159048,1,War,"['corona.', 'indiafightscovid19', 'covid.']",
2286,2021-04-24 11:21:41+00:00,1385916851641671684,1,Success/Challenge,['covid19'],
2287,2021-04-24 11:01:14+00:00,1385911705729835010,1,War,['coronavirus'],
2288,2021-04-24 10:45:53+00:00,1385907845472735232,0,Lesson/Teacher,"['covidindia', 'covidemergency2021', 'covid19']",
2289,2021-04-24 10:29:06+00:00,1385903621196242949,1,Storm,['covid19'],
2290,2021-04-24 10:04:58+00:00,1385897548397780993,1,War,['coronaviruspandemic'],
2291,2021-04-24 09:57:14+00:00,1385895601045262339,0,War,['indiafightscorona'],
2292,2021-04-24 08:36:05+00:00,1385875179809558531,0,Monster,['fightagainstcovid19'],
2293,2021-04-24 08:15:00+00:00,1385869871376896000,1,War,['covid19'],
2294,2021-04-24 07:46:08+00:00,1385862607760814081,1,Success/Challenge,['covid19'],
2295,2021-04-24 07:39:34+00:00,1385860957021212677,1,War,"['unite2fightcorona', 'covid19']",
2296,2021-04-24 06:55:04+00:00,1385849757860384770,1,War,['covid19'],
2297,2021-04-24 06:39:21+00:00,1385845799511203843,1,Darkness,['covid19'],
2298,2021-04-24 06:33:50+00:00,1385844413981609984,1,Storm,"['coronaviruspandemic', 'coronavirusindia']",
2299,2021-04-24 06:03:29+00:00,1385836773461299204,0,Lesson/Teacher,"['pandemic', 'covid19']",
2300,2021-04-24 06:03:27+00:00,1385836767249457154,0,Water/Wave/Tide,['covid19'],
2301,2021-04-24 05:49:10+00:00,1385833173251022854,0,Stigma,['covid19.'],
2302,2021-04-24 05:39:41+00:00,1385830784771051523,0,Lesson/Teacher,"['covidindia', 'covid19']",
2303,2021-04-24 05:38:42+00:00,1385830539928621056,0,Success/Challenge,"['covidemergency2021', 'covid19']",
2304,2021-04-24 05:37:52+00:00,1385830328997015555,1,War,['covidemergency2021'],
2305,2021-04-24 05:37:36+00:00,1385830260705353731,1,Storm,['covid'],
2306,2021-04-24 05:34:05+00:00,1385829377460510724,1,Success/Challenge,['corona.'],
2307,2021-04-24 05:18:02+00:00,1385825335925641219,1,War,['coronavirus'],
2308,2021-04-24 05:04:42+00:00,1385821983024156684,0,War,['indiafightscorona'],
2309,2021-04-24 04:58:55+00:00,1385820528355647490,1,Success/Challenge,"['coronapandemic', 'coronavaccine', 'coronavirus']",
2310,2021-04-24 04:46:33+00:00,1385817413246193665,0,Lesson/Teacher,['covid19.'],
2311,2021-04-24 04:28:39+00:00,1385812909293412361,1,War,['covid'],
2312,2021-04-24 03:49:02+00:00,1385802939877396481,0,Accident,['covid'],
2313,2021-04-24 03:28:26+00:00,1385797754237046787,1,Lesson/Teacher,['covid'],
2314,2021-04-24 03:15:25+00:00,1385794479932592135,0,Accident,['covid'],
2315,2021-04-24 02:12:53+00:00,1385778744824975363,0,Luxury,['covid19'],
2316,2021-04-25 17:34:04+00:00,1386372954997477377,0,Success/Challenge,"['delhifightscorona', 'coronaviruspandemic', 'coronavirusindia']",
2317,2021-04-25 14:56:11+00:00,1386333222867329024,1,Barrier/Shield,['covid'],
2318,2021-04-25 08:03:55+00:00,1386229472236503040,1,War,"['covidhelp', 'covidindia']",
2319,2021-04-25 18:49:13+00:00,1386391865314799618,1,War,['indiafightscorona'],
2320,2021-04-25 18:35:34+00:00,1386388432746737665,0,War,['coronavirus.'],
2321,2021-04-25 18:32:46+00:00,1386387727914999808,1,Monster,"['covid', 'covishieldvaccine']",
2322,2021-04-25 18:31:28+00:00,1386387398930558980,0,Freedom,"['covidsosindia', 'covid19']",
2323,2021-04-25 18:02:23+00:00,1386380082311311361,1,War,['coronavirus'],
2324,2021-04-25 18:00:40+00:00,1386379649479966721,0,Luxury,['gujaratcovidsupport'],
2325,2021-04-25 17:56:08+00:00,1386378507509329923,0,War,"['covid', 'coronaviruspandemic', 'coronavirusindia']",
2326,2021-04-25 17:32:21+00:00,1386372520626987011,1,War,"['covidsecondwaveinindia', 'covid19india']",
2327,2021-04-25 17:28:07+00:00,1386371458658488323,0,Darkness,"['covid_19?', 'soscov21']",
2328,2021-04-25 16:58:51+00:00,1386364091862634497,1,War,['covid19'],
2329,2021-04-25 16:30:50+00:00,1386357042881859585,0,Accident,"['corona2ndwave', 'coronavirusindia', 'covid19india']",
2330,2021-04-25 16:04:03+00:00,1386350302064832515,1,Lesson/Teacher,['indiafightscorona'],
2331,2021-04-25 16:02:47+00:00,1386349982324826116,0,Lesson/Teacher,"['covidindia', 'covid19']",
2332,2021-04-25 15:08:50+00:00,1386336404389568515,0,Catalyst,['covid_19'],
2333,2021-04-25 15:06:37+00:00,1386335849265070080,0,Luxury,"['covid19', 'covid19india']",
2334,2021-04-25 14:24:54+00:00,1386325348657229824,0,War,['coronavirus'],
2335,2021-04-25 13:12:03+00:00,1386307015606034439,0,Luxury,['covidindia'],
2336,2021-04-25 11:38:56+00:00,1386283584034459651,0,Landscape,['covidindia'],
2337,2021-04-25 10:26:10+00:00,1386265269362847750,1,War,['stayhomestaysafe'],
2338,2021-04-25 09:19:08+00:00,1386248398827921411,0,Lesson/Teacher,['stayhomestaysafe'],
2339,2021-04-25 08:52:22+00:00,1386241664998543360,0,Freedom,['coronavirusindia'],
2340,2021-04-25 08:41:40+00:00,1386238969902342146,1,Savior,['covid19'],
2341,2021-04-25 08:13:28+00:00,1386231873836228610,1,War,['coronavirusindia'],
2342,2021-04-25 08:08:43+00:00,1386230678610612224,1,War,['covidindia'],
2343,2021-04-25 05:58:51+00:00,1386197998531530758,0,War,['covid19'],
2344,2021-04-25 05:54:45+00:00,1386196963754876932,0,War,['stayhomestaysafe.'],
2345,2021-04-25 05:24:57+00:00,1386189464179904514,1,War,['china_virus(corona);'],
2346,2021-04-25 05:07:59+00:00,1386185195607396359,1,War,['scst_act_corona_national_tragedy'],
2347,2021-04-25 04:42:37+00:00,1386178812249972742,0,War,['covid19'],
2348,2021-04-25 03:44:03+00:00,1386164074388496384,1,Darkness,['pandemic'],
2349,2021-04-25 03:38:55+00:00,1386162781905317890,1,War,['covidindia'],
2350,2021-04-25 02:33:43+00:00,1386146373855109120,0,Storm,['coronavirus'],
2351,2021-04-25 02:13:28+00:00,1386141279122198533,1,Savior,['indiafightscorona'],
2352,2021-04-26 16:16:25+00:00,1386715801776885762,1,Monster,['corona'],
2353,2021-04-26 15:28:48+00:00,1386703818713309189,1,Success/Challenge,['covid'],
2354,2021-04-26 23:10:35+00:00,1386820028050247685,1,War,"['coronavirus', 'wuhanvirus']",
2355,2021-04-26 18:47:15+00:00,1386753757904470016,1,War,['covid19'],
2356,2021-04-26 18:17:04+00:00,1386746163089395715,0,War,['covid19'],
2357,2021-04-26 18:10:13+00:00,1386744437590544384,0,Darkness,['gocoronago'],
2358,2021-04-26 18:01:25+00:00,1386742224432504833,1,Miracle,['covidchennai'],
2359,2021-04-26 17:16:06+00:00,1386730822137430020,1,Lesson/Teacher,['covid19'],
2360,2021-04-26 17:11:36+00:00,1386729686349221890,0,Success/Challenge,"['coronaviruspandemic', 'covid_19', 'covid19india']",
2361,2021-04-26 17:06:15+00:00,1386728342964117504,0,Water/Wave/Tide,['covid19'],
2362,2021-04-26 17:03:32+00:00,1386727658101248001,0,Barrier/Shield,['coronavirus'],
2363,2021-04-26 16:46:26+00:00,1386723352937570305,1,War,"['covidemergency2021', 'fightagainstcovid19']",
2364,2021-04-26 16:30:43+00:00,1386719398027739145,0,War,['covidindia'],
2365,2021-04-26 15:35:01+00:00,1386705381620027399,0,War,['covidemergency2021'],
2366,2021-04-26 15:11:33+00:00,1386699475759030272,0,Savior,['coronavirusindia'],
2367,2021-04-26 15:05:16+00:00,1386697896263708674,1,War,"['corona2ndwave', 'corona', 'coronavirus', 'coronaindia']",
2368,2021-04-26 14:17:44+00:00,1386685934784049154,0,Lesson/Teacher,['covid'],
2369,2021-04-26 13:09:08+00:00,1386668671460802561,0,War,['covid19india'],
2370,2021-04-26 12:30:22+00:00,1386658914880483335,0,Prison,['lockdownkarnataka'],
2371,2021-04-26 11:33:20+00:00,1386644560525225984,0,Luxury,['covid19'],
2372,2021-04-26 11:26:58+00:00,1386642958124945409,1,Lesson/Teacher,['covid19'],
2373,2021-04-26 11:15:42+00:00,1386640123807244291,0,Accident,['coronavirusindia'],
2374,2021-04-26 10:43:43+00:00,1386632073104871427,0,War,['covid19'],
2375,2021-04-26 10:27:25+00:00,1386627971335610368,0,War,"['covid19', 'covid19india']",
2376,2021-04-26 08:54:55+00:00,1386604693896396802,0,War,"['corona2ndwave', 'coronavirus']",
2377,2021-04-26 08:25:40+00:00,1386597332448280577,0,War,['covidsecondwaveinindia'],
2378,2021-04-26 08:21:08+00:00,1386596193615024130,0,War,"['coronavirus.', 'killcorona_mentally', 'corona2ndwave', 'corona']",
2379,2021-04-26 05:54:58+00:00,1386559408692350976,0,War,['covid19'],
2380,2021-04-26 05:41:16+00:00,1386555958596300801,1,Accident,"['lockdown:*', 'covid19']",
2381,2021-04-26 05:31:21+00:00,1386553465384570881,0,Monster,"['covidsos', 'covid19']",
2382,2021-04-26 05:31:04+00:00,1386553393875877896,0,Lesson/Teacher,"['covidsecondwave', 'coronavirusindia']",
2383,2021-04-26 04:32:57+00:00,1386538767071150081,0,Luxury,['covid19'],
2384,2021-04-26 04:22:17+00:00,1386536084071272450,0,Water/Wave/Tide,['covid'],
2385,2021-04-26 03:24:24+00:00,1386521517631045632,0,War,['covidcrisis'],
2386,2021-04-26 03:16:24+00:00,1386519501831741445,0,War,['covidindia'],
2387,2021-04-26 03:11:46+00:00,1386518336679256066,1,Storm,['coronavirus'],
2388,2021-04-27 13:23:51+00:00,1387034760430559232,0,War,"['stayhomestaysafe', 'punefightscorona']",
2389,2021-04-27 08:43:44+00:00,1386964268487045121,1,War,"['covid19', 'chinesevirus']",
2390,2021-04-27 20:19:16+00:00,1387139303856214016,0,Darkness,['covidindiainfo'],
2391,2021-04-27 19:53:19+00:00,1387132774843252738,1,War,['corona'],
2392,2021-04-27 19:34:43+00:00,1387128092028661765,1,War,['covid'],
2393,2021-04-27 18:51:52+00:00,1387117308653412354,0,Hammer,['indiafightscorona'],
2394,2021-04-27 18:31:03+00:00,1387112070747856896,0,War,"['coronavirus', 'coronavirusindia']",
2395,2021-04-27 18:23:51+00:00,1387110257969614850,0,Prison,['covid19'],
2396,2021-04-27 18:17:55+00:00,1387108763144884224,1,War,['covid19'],
2397,2021-04-27 17:42:17+00:00,1387099797622951936,0,War,['coronavirusindia'],
2398,2021-04-27 17:41:16+00:00,1387099543771119618,0,Freedom,['covid19'],
2399,2021-04-27 17:39:23+00:00,1387099068296359936,0,Lesson/Teacher,['covid19india'],
2400,2021-04-27 17:30:38+00:00,1387096865015959555,1,Success/Challenge,"['corona2ndwave', 'coronavirusindia']",
2401,2021-04-27 17:28:11+00:00,1387096247446564865,0,Barrier/Shield,['covid'],
2402,2021-04-27 16:27:59+00:00,1387081100808228867,0,Monster,"['covidemergency2021', 'covid19', 'coronavirusindia']",
2403,2021-04-27 16:04:23+00:00,1387075162172837888,1,War,['corona..'],
2404,2021-04-27 16:00:31+00:00,1387074188901380097,0,Success/Challenge,"['secondcovidwave', 'covid19']",
2405,2021-04-27 15:59:23+00:00,1387073904095600642,0,Success/Challenge,"['covidindia', 'covid19', 'covid19', 'covidindiainfo', 'covidindia2021']",
2406,2021-04-27 15:51:18+00:00,1387071867173752838,0,War,['covid'],
2407,2021-04-27 14:44:58+00:00,1387055173416013843,0,Monster,['coronavirusindia'],
2408,2021-04-27 14:37:41+00:00,1387053341616705546,0,Lesson/Teacher,"['covidindia', 'covid19']",
2409,2021-04-27 13:11:26+00:00,1387031634210299910,1,War,"['indiafightscorona', 'indiafightscovid19']",
2410,2021-04-27 12:30:04+00:00,1387021227244457984,0,Barrier/Shield,['covid19.'],
2411,2021-04-27 11:08:39+00:00,1387000736043601920,0,Lesson/Teacher,['stayhomestaysafe'],
2412,2021-04-27 10:47:13+00:00,1386995343343030277,0,Catalyst,['covid19india'],
2413,2021-04-27 09:44:12+00:00,1386979483329056771,1,Water/Wave/Tide,['stayhomestaysafe'],
2414,2021-04-27 09:41:11+00:00,1386978723149148162,1,Storm,"['covidindia', 'covidemergency2021']",
2415,2021-04-27 09:05:27+00:00,1386969730578190336,1,War,['covid19'],
2416,2021-04-27 08:54:56+00:00,1386967084643491842,1,War,['covid19'],
2417,2021-04-27 08:30:46+00:00,1386961003175419904,0,War,['covid'],
2418,2021-04-27 07:58:28+00:00,1386952874849042433,1,War,"['covidvaccination', 'covid', 'covid19.']",
2419,2021-04-27 07:35:14+00:00,1386947029423648773,0,Success/Challenge,['covidhelp'],
2420,2021-04-27 07:17:56+00:00,1386942674939174914,1,Storm,"['coronavirus', 'chinesevirus']",
2421,2021-04-27 07:11:42+00:00,1386941107724976130,1,Success/Challenge,['covid19'],
2422,2021-04-27 06:34:08+00:00,1386931651574321154,1,War,['covidindia'],
2423,2021-04-27 06:29:51+00:00,1386930576007909381,1,Storm,"['covid', 'covid19', 'covidindia']",
2424,2021-04-27 05:57:34+00:00,1386922450114408450,0,War,"['covidhelp', 'covidsecondwave', 'covid19']",
2425,2021-04-27 05:44:33+00:00,1386919176296566787,0,War,['covid19'],
2426,2021-04-27 05:35:15+00:00,1386916831957377025,1,Darkness,['covid19'],
2427,2021-04-27 05:12:11+00:00,1386911027418202114,0,Lesson/Teacher,['covid'],
2428,2021-04-27 05:07:06+00:00,1386909751485730817,0,War,"['covidsecondwave', 'covid19']",
2429,2021-04-27 05:03:00+00:00,1386908719070400512,0,Storm,"['covidjourney', 'covid']",
2430,2021-04-27 04:30:24+00:00,1386900514705530880,0,Savior,['coronavirusindia'],
2431,2021-04-27 04:26:39+00:00,1386899568625807365,0,Success/Challenge,"['politicsoncovid', 'pandemic', 'covid19india']",
2432,2021-04-27 03:29:10+00:00,1386885105424211968,0,War,['covid19'],
2433,2021-04-27 03:19:45+00:00,1386882735889817614,1,Monster,"['coronavirusindia', 'covid19lk', 'corona']",
2434,2021-04-27 03:14:37+00:00,1386881440709632000,0,Lesson/Teacher,"['covidemergency2021', 'covid19']",
2435,2021-04-27 03:09:14+00:00,1386880087769829382,1,War,['covid19'],
2436,2021-04-28 08:11:08+00:00,1387318452679897090,0,Stigma,"['mohalifightscorona', 'covid19']",
2437,2021-04-28 22:04:19+00:00,1387528128617095169,1,Storm,"['indiafightscovid19', 'corona']",
2438,2021-04-28 19:45:57+00:00,1387493305978552321,1,Luxury,['covid.'],
2439,2021-04-28 18:13:42+00:00,1387470090040332291,0,Lesson/Teacher,['indiafightscorona'],
2440,2021-04-28 18:00:35+00:00,1387466791283093513,0,Luxury,['covidvaccination'],
2441,2021-04-28 17:52:06+00:00,1387464658026520577,1,Darkness,"['covid19', 'indiafightscovid19']",
2442,2021-04-28 17:13:59+00:00,1387455065347149826,0,Lesson/Teacher,"['coronavirus', 'covid', 'covid19']",
2443,2021-04-28 16:51:49+00:00,1387449486989938688,0,Catalyst,"['covidsecondwave', 'covidindia', 'covid19']",
2444,2021-04-28 16:44:52+00:00,1387447736585187328,0,Storm,"['covidindia', 'covid']",
2445,2021-04-28 16:37:22+00:00,1387445849270099969,1,War,['covidwarrior'],
2446,2021-04-28 16:22:46+00:00,1387442173293993989,0,War,"['wuhanvirus', 'covidindiainfo', 'covid19', 'chinesevirus']",
2447,2021-04-28 14:48:10+00:00,1387418368462884868,0,Barrier/Shield,"['covid19', 'corona2ndwave', 'coronavirusindia']",
2448,2021-04-28 14:34:33+00:00,1387414940726665222,0,War,"['coronaviruspandemic', 'covid19']",
2449,2021-04-28 14:07:05+00:00,1387408029650358272,1,War,"['covidawarenesscampaignbykyyfd', 'hugerespectforcovidwarriors']",
2450,2021-04-28 13:40:13+00:00,1387401265441763329,0,Prison,['covid19'],
2451,2021-04-28 13:35:15+00:00,1387400017112027137,1,War,['respectforcoronawarriors'],
2452,2021-04-28 13:17:09+00:00,1387395461879799816,0,Lesson/Teacher,"['covid19', 'indiafightscovid19']",
2453,2021-04-28 12:04:53+00:00,1387377277625716736,1,War,"['indiafightscorona', 'covid19']",
2454,2021-04-28 08:43:24+00:00,1387326569723486210,0,Monster,"['covidindia', 'covid19']",
2455,2021-04-28 08:19:20+00:00,1387320516176842752,0,Luxury,['covid19'],
2456,2021-04-28 08:13:32+00:00,1387319053820121088,1,Storm,['covid19'],
2457,2021-04-28 08:03:42+00:00,1387316579096924161,1,Prison,['covid19'],
2458,2021-04-28 07:40:39+00:00,1387310777523081217,1,Darkness,['covid19'],
2459,2021-04-28 07:38:26+00:00,1387310221324914691,1,War,['covid19'],
2460,2021-04-28 07:30:34+00:00,1387308241307140097,0,Freedom,['covid-19.'],
2461,2021-04-28 07:11:10+00:00,1387303357837058048,1,War,['covid19indiahelp'],
2462,2021-04-28 06:41:12+00:00,1387295820089683972,0,Journey,['covid19india'],
2463,2021-04-28 06:12:31+00:00,1387288600828542977,0,War,['coronavirusindia'],
2464,2021-04-28 05:43:27+00:00,1387281285060579333,1,War,['jabtobeatcorona'],
2465,2021-04-28 05:38:59+00:00,1387280160857022464,1,War,"['covid19', 'covid19india']",
2466,2021-04-28 05:21:06+00:00,1387275662340222977,0,Prison,['corona2ndwave'],
2467,2021-04-28 05:20:02+00:00,1387275390968688640,0,Hammer,"['covid19indiahelp', 'covidindia']",
2468,2021-04-28 04:51:59+00:00,1387268331502141441,0,Darkness,"['covidindia', 'covid']",
2469,2021-04-28 04:43:41+00:00,1387266244051492865,1,War,['corona'],
2470,2021-04-28 04:36:19+00:00,1387264390852919296,1,War,['covid19india'],
2471,2021-04-28 04:02:38+00:00,1387255912281243648,0,Storm,"['covid19indiahelp', 'covidindia', 'coronavirusindia']",
2472,2021-04-28 03:52:01+00:00,1387253240215994370,1,War,['indiafightscorona'],
2473,2021-04-28 03:05:38+00:00,1387241568067719168,0,Landscape,['covid19'],
2474,2021-04-28 02:26:01+00:00,1387231598383300610,0,War,"['pandemic', 'coronavirus', 'coronavirus']",
2475,2021-04-29 00:57:51+00:00,1387571798808489989,0,War,['covid19'],
2476,2021-04-29 05:23:30+00:00,1387638651480203264,0,Savior,['covid19'],
2477,2021-04-29 03:00:56+00:00,1387602776524345352,1,War,['covid19'],
2478,2021-04-29 23:37:38+00:00,1387914001653264387,1,Success/Challenge,['covid'],
2479,2021-04-29 21:05:54+00:00,1387875813748469762,1,Stigma,['covidsecondwaveinindia'],
2480,2021-04-29 20:04:52+00:00,1387860456396656640,1,Storm,['covid19'],
2481,2021-04-29 18:40:52+00:00,1387839316643049474,0,Freedom,"['indiafightscorona', 'indiacovidcrisis']",
2482,2021-04-29 18:31:09+00:00,1387836871426809856,1,Monster,['lockdown'],
2483,2021-04-29 18:19:06+00:00,1387833838659850244,0,War,"['covid19', 'covid19india']",
2484,2021-04-29 18:00:14+00:00,1387829091093544962,0,Barrier/Shield,"['coronapandemic', 'covidemergency']",
2485,2021-04-29 17:26:12+00:00,1387820524311515136,1,War,"['covid19india', 'covidindia', 'covid19', 'covid19indiahelp', 'covidemergency']",
2486,2021-04-29 16:53:25+00:00,1387812275751432195,1,Darkness,"['coronavirus', 'covidemergency', 'covid19']",
2487,2021-04-29 16:32:22+00:00,1387806979465256965,1,Darkness,"['indiafightscorona', 'covidindia', 'covid19india']",
2488,2021-04-29 16:03:34+00:00,1387799730646749184,1,Storm,['covid19'],
2489,2021-04-29 15:28:23+00:00,1387790878022897667,1,War,['covidemergency'],
